========================================
     INFORME COMPLETO ICE CREAM         
     Fecha: 2026-05-14T16:38:38.195156200
========================================

--- ALMACEN (16 helados) ---
• coconut | Sabor: coco | Precio: $4000.0 | Unidades: 12
• Fecha: 2025-10-17T00:00 | Vendedor: jean | Total: $23600.0 | Pago: efectivo
• Fecha: 2025-10-16T00:00 | Vendedor: oscar | Total: $19100.0 | Pago: efectivo
• Fecha: 2025-10-16T00:00 | Vendedor: jean | Total: $6000.0 | Pago: tarjeta
• Fecha: 2025-10-16T00:00 | Vendedor: juan | Total: $39100.0 | Pago: efectivo
• Fecha: 2025-10-16T00:00 | Vendedor: dilan | Total: $28600.0 | Pago: efectivo
• Fecha: 2025-10-16T00:00 | Vendedor: juan | Total: $51700.0 | Pago: efectivo
• Fecha: 2025-10-16T00:00 | Vendedor: oscar | Total: $7800.0 | Pago: efectivo
• Fecha: 2025-10-16T00:00 | Vendedor: dilan | Total: $28000.0 | Pago: efectivo
• Fecha: 2025-10-16T00:00 | Vendedor: oscar | Total: $7800.0 | Pago: efectivo
• Fecha: 2025-10-16T00:00 | Vendedor: oscar | Total: $3500.0 | Pago: tarjeta
• Fecha: 2025-10-16T00:00 | Vendedor: dilan | Total: $29000.0 | Pago: efectivo
• Fecha: 2025-10-16T00:00 | Vendedor: paquito | Total: $37000.0 | Pago: tarjeta
• Fecha: 2025-10-16T00:00 | Vendedor: oscar | Total: $11000.0 | Pago: efectivo
• Fecha: 2025-10-16T00:00 | Vendedor: juan | Total: $11800.0 | Pago: tarjeta
• Fecha: 2025-10-16T00:00 | Vendedor: paquito | Total: $11700.0 | Pago: tarjeta
• Fecha: 2025-10-15T00:00 | Vendedor: oscar | Total: $27500.0 | Pago: efectivo
• Fecha: 2025-10-15T00:00 | Vendedor: dilan | Total: $20500.0 | Pago: efectivo
• Fecha: 2025-10-15T00:00 | Vendedor: juan | Total: $65600.0 | Pago: tarjeta
• Fecha: 2025-10-15T00:00 | Vendedor: paquito | Total: $13100.0 | Pago: tarjeta
• Fecha: 2025-10-15T00:00 | Vendedor: jean | Total: $26500.0 | Pago: tarjeta
• Fecha: 2025-10-15T00:00 | Vendedor: juan | Total: $7500.0 | Pago: tarjeta
• Fecha: 2025-10-15T00:00 | Vendedor: jean | Total: $3500.0 | Pago: efectivo
• Fecha: 2025-10-15T00:00 | Vendedor: juan | Total: $25300.0 | Pago: tarjeta
• Fecha: 2025-10-15T00:00 | Vendedor: oscar | Total: $34100.0 | Pago: efectivo
• Fecha: 2025-10-14T00:00 | Vendedor: paquito | Total: $36400.0 | Pago: efectivo
• Fecha: 2025-10-14T00:00 | Vendedor: jean | Total: $9300.0 | Pago: efectivo
• Fecha: 2025-10-14T00:00 | Vendedor: oscar | Total: $18600.0 | Pago: efectivo
• Fecha: 2025-10-14T00:00 | Vendedor: paquito | Total: $5000.0 | Pago: tarjeta
• Fecha: 2025-10-14T00:00 | Vendedor: jean | Total: $30100.0 | Pago: efectivo
• Fecha: 2025-10-14T00:00 | Vendedor: jean | Total: $7500.0 | Pago: efectivo
• Fecha: 2025-10-14T00:00 | Vendedor: juan | Total: $24600.0 | Pago: efectivo
• Fecha: 2025-10-14T00:00 | Vendedor: paquito | Total: $53500.0 | Pago: efectivo
• Fecha: 2025-10-14T00:00 | Vendedor: jean | Total: $35500.0 | Pago: efectivo
• Fecha: 2025-10-14T00:00 | Vendedor: paquito | Total: $59500.0 | Pago: efectivo
• Fecha: 2025-10-13T00:00 | Vendedor: dilan | Total: $19000.0 | Pago: tarjeta
• Fecha: 2025-10-13T00:00 | Vendedor: oscar | Total: $10100.0 | Pago: efectivo
• Fecha: 2025-10-13T00:00 | Vendedor: jean | Total: $37500.0 | Pago: tarjeta
• Fecha: 2025-10-13T00:00 | Vendedor: dilan | Total: $28500.0 | Pago: efectivo
• Fecha: 2025-10-13T00:00 | Vendedor: juan | Total: $18000.0 | Pago: efectivo
• Fecha: 2025-10-13T00:00 | Vendedor: oscar | Total: $31100.0 | Pago: tarjeta
• Fecha: 2025-10-13T00:00 | Vendedor: juan | Total: $8400.0 | Pago: tarjeta
• Fecha: 2025-10-13T00:00 | Vendedor: dilan | Total: $3100.0 | Pago: efectivo
• Fecha: 2025-10-13T00:00 | Vendedor: paquito | Total: $19600.0 | Pago: efectivo
• Fecha: 2025-10-13T00:00 | Vendedor: juan | Total: $16000.0 | Pago: tarjeta
• Fecha: 2025-10-12T00:00 | Vendedor: oscar | Total: $32500.0 | Pago: efectivo
• Fecha: 2025-10-12T00:00 | Vendedor: dilan | Total: $6000.0 | Pago: efectivo
• Fecha: 2025-10-12T00:00 | Vendedor: paquito | Total: $26000.0 | Pago: tarjeta
• Fecha: 2025-10-12T00:00 | Vendedor: dilan | Total: $29900.0 | Pago: tarjeta
• Fecha: 2025-10-12T00:00 | Vendedor: dilan | Total: $10300.0 | Pago: efectivo
• Fecha: 2025-10-12T00:00 | Vendedor: paquito | Total: $17300.0 | Pago: tarjeta
• Fecha: 2025-10-12T00:00 | Vendedor: jean | Total: $24500.0 | Pago: efectivo
• Fecha: 2025-10-11T00:00 | Vendedor: dilan | Total: $34000.0 | Pago: efectivo
• Fecha: 2025-10-11T00:00 | Vendedor: oscar | Total: $20700.0 | Pago: efectivo
• Fecha: 2025-10-11T00:00 | Vendedor: paquito | Total: $9000.0 | Pago: tarjeta
• Fecha: 2025-10-11T00:00 | Vendedor: paquito | Total: $14800.0 | Pago: tarjeta
• Fecha: 2025-10-11T00:00 | Vendedor: paquito | Total: $27300.0 | Pago: efectivo
• Fecha: 2025-10-11T00:00 | Vendedor: jean | Total: $30800.0 | Pago: tarjeta
• Fecha: 2025-10-11T00:00 | Vendedor: dilan | Total: $44000.0 | Pago: tarjeta
• Fecha: 2025-10-11T00:00 | Vendedor: paquito | Total: $39200.0 | Pago: efectivo
• Fecha: 2025-10-11T00:00 | Vendedor: paquito | Total: $18600.0 | Pago: tarjeta
• Fecha: 2025-10-11T00:00 | Vendedor: paquito | Total: $14900.0 | Pago: tarjeta
• Fecha: 2025-10-11T00:00 | Vendedor: dilan | Total: $29600.0 | Pago: tarjeta
• Fecha: 2025-10-11T00:00 | Vendedor: dilan | Total: $19900.0 | Pago: tarjeta
• Fecha: 2025-10-11T00:00 | Vendedor: oscar | Total: $5600.0 | Pago: efectivo
• Fecha: 2025-10-11T00:00 | Vendedor: dilan | Total: $3100.0 | Pago: tarjeta
• Fecha: 2025-10-11T00:00 | Vendedor: paquito | Total: $55700.0 | Pago: tarjeta
• Fecha: 2025-10-10T00:00 | Vendedor: oscar | Total: $10300.0 | Pago: tarjeta
• Fecha: 2025-10-10T00:00 | Vendedor: oscar | Total: $18400.0 | Pago: efectivo
• Fecha: 2025-10-10T00:00 | Vendedor: jean | Total: $30900.0 | Pago: efectivo
• Fecha: 2025-10-10T00:00 | Vendedor: dilan | Total: $9500.0 | Pago: tarjeta
• Fecha: 2025-10-10T00:00 | Vendedor: juan | Total: $20400.0 | Pago: tarjeta
• Fecha: 2025-10-10T00:00 | Vendedor: jean | Total: $19000.0 | Pago: tarjeta
• Fecha: 2025-10-10T00:00 | Vendedor: oscar | Total: $17900.0 | Pago: efectivo
• Fecha: 2025-10-09T00:00 | Vendedor: oscar | Total: $16400.0 | Pago: tarjeta
• Fecha: 2025-10-09T00:00 | Vendedor: paquito | Total: $9500.0 | Pago: tarjeta
• Fecha: 2025-10-09T00:00 | Vendedor: oscar | Total: $17600.0 | Pago: tarjeta
• Fecha: 2025-10-09T00:00 | Vendedor: juan | Total: $20600.0 | Pago: efectivo
• Fecha: 2025-10-09T00:00 | Vendedor: dilan | Total: $3100.0 | Pago: tarjeta
• Fecha: 2025-10-09T00:00 | Vendedor: juan | Total: $31400.0 | Pago: tarjeta
• Fecha: 2025-10-09T00:00 | Vendedor: jean | Total: $51600.0 | Pago: tarjeta
• Fecha: 2025-10-09T00:00 | Vendedor: juan | Total: $54200.0 | Pago: efectivo
• Fecha: 2025-10-08T00:00 | Vendedor: jean | Total: $3500.0 | Pago: efectivo
• Fecha: 2025-10-08T00:00 | Vendedor: dilan | Total: $11000.0 | Pago: tarjeta
• Fecha: 2025-10-08T00:00 | Vendedor: oscar | Total: $10500.0 | Pago: tarjeta
• Fecha: 2025-10-08T00:00 | Vendedor: dilan | Total: $12800.0 | Pago: tarjeta
• Fecha: 2025-10-08T00:00 | Vendedor: paquito | Total: $24600.0 | Pago: tarjeta
• Fecha: 2025-10-08T00:00 | Vendedor: dilan | Total: $33000.0 | Pago: efectivo
• Fecha: 2025-10-08T00:00 | Vendedor: dilan | Total: $45500.0 | Pago: tarjeta
• Fecha: 2025-10-08T00:00 | Vendedor: jean | Total: $22900.0 | Pago: efectivo
• Fecha: 2025-10-08T00:00 | Vendedor: juan | Total: $7000.0 | Pago: tarjeta
• Fecha: 2025-10-08T00:00 | Vendedor: dilan | Total: $17700.0 | Pago: efectivo
• Fecha: 2025-10-08T00:00 | Vendedor: juan | Total: $41700.0 | Pago: efectivo
• Fecha: 2025-10-07T00:00 | Vendedor: oscar | Total: $21000.0 | Pago: tarjeta
• Fecha: 2025-10-07T00:00 | Vendedor: paquito | Total: $2600.0 | Pago: efectivo
• Fecha: 2025-10-07T00:00 | Vendedor: jean | Total: $33000.0 | Pago: tarjeta
• Fecha: 2025-10-07T00:00 | Vendedor: jean | Total: $28800.0 | Pago: tarjeta
• Fecha: 2025-10-07T00:00 | Vendedor: oscar | Total: $14100.0 | Pago: tarjeta
• Fecha: 2025-10-07T00:00 | Vendedor: jean | Total: $20600.0 | Pago: efectivo
• Fecha: 2025-10-07T00:00 | Vendedor: oscar | Total: $9000.0 | Pago: tarjeta
• Fecha: 2025-10-07T00:00 | Vendedor: paquito | Total: $9500.0 | Pago: tarjeta
• Fecha: 2025-10-07T00:00 | Vendedor: jean | Total: $9000.0 | Pago: tarjeta
• Fecha: 2025-10-07T00:00 | Vendedor: juan | Total: $13500.0 | Pago: efectivo
• Fecha: 2025-10-06T00:00 | Vendedor: oscar | Total: $14300.0 | Pago: efectivo
• Fecha: 2025-10-06T00:00 | Vendedor: dilan | Total: $21400.0 | Pago: tarjeta
• Fecha: 2025-10-06T00:00 | Vendedor: paquito | Total: $17400.0 | Pago: tarjeta
• Fecha: 2025-10-06T00:00 | Vendedor: dilan | Total: $43000.0 | Pago: efectivo
• Fecha: 2025-10-06T00:00 | Vendedor: paquito | Total: $5600.0 | Pago: efectivo
• Fecha: 2025-10-06T00:00 | Vendedor: jean | Total: $9000.0 | Pago: tarjeta
• Fecha: 2025-10-06T00:00 | Vendedor: paquito | Total: $17700.0 | Pago: tarjeta
• Fecha: 2025-10-06T00:00 | Vendedor: paquito | Total: $18700.0 | Pago: efectivo
• Fecha: 2025-10-06T00:00 | Vendedor: jean | Total: $16500.0 | Pago: tarjeta
• Fecha: 2025-10-06T00:00 | Vendedor: juan | Total: $33000.0 | Pago: tarjeta
• Fecha: 2025-10-06T00:00 | Vendedor: paquito | Total: $14700.0 | Pago: tarjeta
• Fecha: 2025-10-06T00:00 | Vendedor: paquito | Total: $2800.0 | Pago: tarjeta
• Fecha: 2025-10-06T00:00 | Vendedor: dilan | Total: $8800.0 | Pago: tarjeta
• Fecha: 2025-10-06T00:00 | Vendedor: paquito | Total: $49800.0 | Pago: efectivo
• Fecha: 2025-10-06T00:00 | Vendedor: juan | Total: $17500.0 | Pago: efectivo
• Fecha: 2025-10-06T00:00 | Vendedor: oscar | Total: $20500.0 | Pago: tarjeta
• Fecha: 2025-10-05T00:00 | Vendedor: oscar | Total: $8400.0 | Pago: efectivo
• Fecha: 2025-10-05T00:00 | Vendedor: paquito | Total: $26800.0 | Pago: efectivo
• Fecha: 2025-10-05T00:00 | Vendedor: paquito | Total: $31600.0 | Pago: tarjeta
• Fecha: 2025-10-05T00:00 | Vendedor: juan | Total: $30200.0 | Pago: tarjeta
• Fecha: 2025-10-05T00:00 | Vendedor: juan | Total: $13000.0 | Pago: efectivo
• Fecha: 2025-10-05T00:00 | Vendedor: dilan | Total: $11000.0 | Pago: tarjeta
• Fecha: 2025-10-05T00:00 | Vendedor: juan | Total: $32600.0 | Pago: tarjeta
• Fecha: 2025-10-05T00:00 | Vendedor: jean | Total: $17500.0 | Pago: tarjeta
• Fecha: 2025-10-05T00:00 | Vendedor: juan | Total: $2800.0 | Pago: tarjeta
• Fecha: 2025-10-05T00:00 | Vendedor: jean | Total: $37200.0 | Pago: tarjeta
• Fecha: 2025-10-05T00:00 | Vendedor: dilan | Total: $15900.0 | Pago: tarjeta
• Fecha: 2025-10-04T00:00 | Vendedor: jean | Total: $36900.0 | Pago: tarjeta
• Fecha: 2025-10-04T00:00 | Vendedor: jean | Total: $24600.0 | Pago: efectivo
• Fecha: 2025-10-04T00:00 | Vendedor: juan | Total: $17000.0 | Pago: efectivo
• Fecha: 2025-10-04T00:00 | Vendedor: paquito | Total: $13500.0 | Pago: efectivo
• Fecha: 2025-10-04T00:00 | Vendedor: jean | Total: $44000.0 | Pago: efectivo
• Fecha: 2025-10-04T00:00 | Vendedor: jean | Total: $17000.0 | Pago: efectivo
• Fecha: 2025-10-04T00:00 | Vendedor: jean | Total: $44900.0 | Pago: tarjeta
• Fecha: 2025-10-04T00:00 | Vendedor: oscar | Total: $2800.0 | Pago: efectivo
• Fecha: 2025-10-03T00:00 | Vendedor: jean | Total: $12900.0 | Pago: efectivo
• Fecha: 2025-10-03T00:00 | Vendedor: jean | Total: $49500.0 | Pago: tarjeta
• Fecha: 2025-10-03T00:00 | Vendedor: jean | Total: $18000.0 | Pago: efectivo
• Fecha: 2025-10-03T00:00 | Vendedor: oscar | Total: $14600.0 | Pago: tarjeta
• Fecha: 2025-10-03T00:00 | Vendedor: dilan | Total: $5000.0 | Pago: tarjeta
• Fecha: 2025-10-03T00:00 | Vendedor: paquito | Total: $36600.0 | Pago: tarjeta
• Fecha: 2025-10-03T00:00 | Vendedor: jean | Total: $26100.0 | Pago: efectivo
• Fecha: 2025-10-03T00:00 | Vendedor: paquito | Total: $18900.0 | Pago: efectivo
• Fecha: 2025-10-03T00:00 | Vendedor: juan | Total: $7500.0 | Pago: tarjeta
• Fecha: 2025-10-03T00:00 | Vendedor: jean | Total: $13600.0 | Pago: tarjeta
• Fecha: 2025-10-02T00:00 | Vendedor: paquito | Total: $12800.0 | Pago: tarjeta
• Fecha: 2025-10-02T00:00 | Vendedor: jean | Total: $13800.0 | Pago: efectivo
• Fecha: 2025-10-02T00:00 | Vendedor: oscar | Total: $5600.0 | Pago: tarjeta
• Fecha: 2025-10-02T00:00 | Vendedor: juan | Total: $33000.0 | Pago: tarjeta
• Fecha: 2025-10-02T00:00 | Vendedor: paquito | Total: $29100.0 | Pago: tarjeta
• Fecha: 2025-10-02T00:00 | Vendedor: juan | Total: $2800.0 | Pago: tarjeta
• Fecha: 2025-10-02T00:00 | Vendedor: jean | Total: $23500.0 | Pago: tarjeta
• Fecha: 2025-10-02T00:00 | Vendedor: oscar | Total: $14600.0 | Pago: tarjeta
• Fecha: 2025-10-02T00:00 | Vendedor: jean | Total: $31100.0 | Pago: tarjeta
• Fecha: 2025-10-02T00:00 | Vendedor: jean | Total: $5000.0 | Pago: efectivo
• Fecha: 2025-10-02T00:00 | Vendedor: jean | Total: $39800.0 | Pago: efectivo
• Fecha: 2025-10-01T00:00 | Vendedor: juan | Total: $22000.0 | Pago: tarjeta
• Fecha: 2025-10-01T00:00 | Vendedor: juan | Total: $13800.0 | Pago: efectivo
• Fecha: 2025-10-01T00:00 | Vendedor: dilan | Total: $11800.0 | Pago: efectivo
• Fecha: 2025-10-01T00:00 | Vendedor: oscar | Total: $13400.0 | Pago: tarjeta
• Fecha: 2025-10-01T00:00 | Vendedor: paquito | Total: $40100.0 | Pago: tarjeta
• Fecha: 2025-10-01T00:00 | Vendedor: oscar | Total: $31300.0 | Pago: efectivo
• Fecha: 2025-10-01T00:00 | Vendedor: dilan | Total: $24600.0 | Pago: tarjeta
• Fecha: 2025-09-30T00:00 | Vendedor: juan | Total: $5000.0 | Pago: tarjeta
• Fecha: 2025-09-30T00:00 | Vendedor: dilan | Total: $11800.0 | Pago: tarjeta
• Fecha: 2025-09-30T00:00 | Vendedor: oscar | Total: $20500.0 | Pago: tarjeta
• Fecha: 2025-09-30T00:00 | Vendedor: jean | Total: $56400.0 | Pago: tarjeta
• Fecha: 2025-09-30T00:00 | Vendedor: paquito | Total: $45700.0 | Pago: efectivo
• Fecha: 2025-09-30T00:00 | Vendedor: jean | Total: $24000.0 | Pago: tarjeta
• Fecha: 2025-09-30T00:00 | Vendedor: oscar | Total: $7800.0 | Pago: efectivo
• Fecha: 2025-09-30T00:00 | Vendedor: dilan | Total: $38600.0 | Pago: tarjeta
• Fecha: 2025-09-30T00:00 | Vendedor: juan | Total: $18800.0 | Pago: tarjeta
• Fecha: 2025-09-30T00:00 | Vendedor: oscar | Total: $31600.0 | Pago: efectivo
• Fecha: 2025-09-30T00:00 | Vendedor: oscar | Total: $5600.0 | Pago: efectivo
• Fecha: 2025-09-30T00:00 | Vendedor: juan | Total: $42500.0 | Pago: efectivo
• Fecha: 2025-09-30T00:00 | Vendedor: oscar | Total: $34200.0 | Pago: tarjeta
• Fecha: 2025-09-30T00:00 | Vendedor: jean | Total: $11200.0 | Pago: tarjeta
• Fecha: 2025-09-30T00:00 | Vendedor: juan | Total: $5600.0 | Pago: efectivo
• Fecha: 2025-09-29T00:00 | Vendedor: paquito | Total: $33200.0 | Pago: tarjeta
• Fecha: 2025-09-29T00:00 | Vendedor: juan | Total: $23400.0 | Pago: tarjeta
• Fecha: 2025-09-28T00:00 | Vendedor: juan | Total: $53200.0 | Pago: efectivo
• Fecha: 2025-09-28T00:00 | Vendedor: jean | Total: $20900.0 | Pago: efectivo
• Fecha: 2025-09-28T00:00 | Vendedor: oscar | Total: $24900.0 | Pago: efectivo
• Fecha: 2025-09-28T00:00 | Vendedor: juan | Total: $25100.0 | Pago: efectivo
• Fecha: 2025-09-28T00:00 | Vendedor: paquito | Total: $18000.0 | Pago: efectivo
• Fecha: 2025-09-28T00:00 | Vendedor: paquito | Total: $5600.0 | Pago: tarjeta
• Fecha: 2025-09-28T00:00 | Vendedor: jean | Total: $21100.0 | Pago: efectivo
• Fecha: 2025-09-28T00:00 | Vendedor: dilan | Total: $21000.0 | Pago: efectivo
• Fecha: 2025-09-28T00:00 | Vendedor: paquito | Total: $22800.0 | Pago: tarjeta
• Fecha: 2025-09-28T00:00 | Vendedor: dilan | Total: $11500.0 | Pago: efectivo
• Fecha: 2025-09-28T00:00 | Vendedor: paquito | Total: $55300.0 | Pago: efectivo
• Fecha: 2025-09-27T00:00 | Vendedor: oscar | Total: $8200.0 | Pago: efectivo
• Fecha: 2025-09-27T00:00 | Vendedor: juan | Total: $22700.0 | Pago: tarjeta
• Fecha: 2025-09-27T00:00 | Vendedor: juan | Total: $56100.0 | Pago: efectivo
• Fecha: 2025-09-27T00:00 | Vendedor: paquito | Total: $19700.0 | Pago: efectivo
• Fecha: 2025-09-27T00:00 | Vendedor: dilan | Total: $62500.0 | Pago: efectivo
• Fecha: 2025-09-27T00:00 | Vendedor: oscar | Total: $19500.0 | Pago: efectivo
• Fecha: 2025-09-27T00:00 | Vendedor: oscar | Total: $16700.0 | Pago: tarjeta
• Fecha: 2025-09-27T00:00 | Vendedor: paquito | Total: $32800.0 | Pago: efectivo
• Fecha: 2025-09-27T00:00 | Vendedor: oscar | Total: $9500.0 | Pago: efectivo
• Fecha: 2025-09-26T00:00 | Vendedor: juan | Total: $12500.0 | Pago: tarjeta
• Fecha: 2025-09-26T00:00 | Vendedor: dilan | Total: $3000.0 | Pago: tarjeta
• Fecha: 2025-09-26T00:00 | Vendedor: jean | Total: $8400.0 | Pago: efectivo
• Fecha: 2025-09-26T00:00 | Vendedor: jean | Total: $8000.0 | Pago: tarjeta
• Fecha: 2025-09-26T00:00 | Vendedor: jean | Total: $36500.0 | Pago: tarjeta
• Fecha: 2025-09-26T00:00 | Vendedor: jean | Total: $22100.0 | Pago: tarjeta
• Fecha: 2025-09-26T00:00 | Vendedor: dilan | Total: $11200.0 | Pago: efectivo
• Fecha: 2025-09-26T00:00 | Vendedor: paquito | Total: $7500.0 | Pago: efectivo
• Fecha: 2025-09-26T00:00 | Vendedor: juan | Total: $27400.0 | Pago: tarjeta
• Fecha: 2025-09-26T00:00 | Vendedor: jean | Total: $11100.0 | Pago: tarjeta
• Fecha: 2025-09-26T00:00 | Vendedor: oscar | Total: $9500.0 | Pago: tarjeta
• Fecha: 2025-09-26T00:00 | Vendedor: jean | Total: $21100.0 | Pago: tarjeta
• Fecha: 2025-09-25T00:00 | Vendedor: paquito | Total: $7500.0 | Pago: tarjeta
• Fecha: 2025-09-25T00:00 | Vendedor: dilan | Total: $11000.0 | Pago: efectivo
• Fecha: 2025-09-25T00:00 | Vendedor: jean | Total: $33900.0 | Pago: tarjeta
• Fecha: 2025-09-25T00:00 | Vendedor: dilan | Total: $37000.0 | Pago: efectivo
• Fecha: 2025-09-25T00:00 | Vendedor: jean | Total: $29700.0 | Pago: tarjeta
• Fecha: 2025-09-25T00:00 | Vendedor: juan | Total: $16700.0 | Pago: efectivo
• Fecha: 2025-09-25T00:00 | Vendedor: paquito | Total: $40100.0 | Pago: efectivo
• Fecha: 2025-09-24T00:00 | Vendedor: jean | Total: $7500.0 | Pago: efectivo
• Fecha: 2025-09-24T00:00 | Vendedor: paquito | Total: $16800.0 | Pago: tarjeta
• Fecha: 2025-09-24T00:00 | Vendedor: oscar | Total: $51000.0 | Pago: efectivo
• Fecha: 2025-09-24T00:00 | Vendedor: oscar | Total: $34000.0 | Pago: tarjeta
• Fecha: 2025-09-24T00:00 | Vendedor: oscar | Total: $72900.0 | Pago: tarjeta
• Fecha: 2025-09-24T00:00 | Vendedor: juan | Total: $9000.0 | Pago: tarjeta
• Fecha: 2025-09-24T00:00 | Vendedor: paquito | Total: $40800.0 | Pago: tarjeta
• Fecha: 2025-09-24T00:00 | Vendedor: dilan | Total: $19300.0 | Pago: tarjeta
• Fecha: 2025-09-24T00:00 | Vendedor: paquito | Total: $14700.0 | Pago: efectivo
• Fecha: 2025-09-24T00:00 | Vendedor: jean | Total: $15000.0 | Pago: tarjeta
• Fecha: 2025-09-24T00:00 | Vendedor: juan | Total: $17000.0 | Pago: efectivo
• Fecha: 2025-09-24T00:00 | Vendedor: juan | Total: $18600.0 | Pago: efectivo
• Fecha: 2025-09-24T00:00 | Vendedor: paquito | Total: $46700.0 | Pago: tarjeta
• Fecha: 2025-09-23T00:00 | Vendedor: oscar | Total: $13100.0 | Pago: tarjeta
• Fecha: 2025-09-23T00:00 | Vendedor: dilan | Total: $21300.0 | Pago: tarjeta
• Fecha: 2025-09-23T00:00 | Vendedor: juan | Total: $41700.0 | Pago: tarjeta
• Fecha: 2025-09-23T00:00 | Vendedor: juan | Total: $6200.0 | Pago: tarjeta
• Fecha: 2025-09-23T00:00 | Vendedor: oscar | Total: $29900.0 | Pago: tarjeta
• Fecha: 2025-09-23T00:00 | Vendedor: paquito | Total: $5200.0 | Pago: tarjeta
• Fecha: 2025-09-23T00:00 | Vendedor: juan | Total: $16400.0 | Pago: tarjeta
• Fecha: 2025-09-23T00:00 | Vendedor: juan | Total: $24500.0 | Pago: efectivo
• Fecha: 2025-09-22T00:00 | Vendedor: juan | Total: $15000.0 | Pago: tarjeta
• Fecha: 2025-09-22T00:00 | Vendedor: juan | Total: $14600.0 | Pago: tarjeta
• Fecha: 2025-09-22T00:00 | Vendedor: dilan | Total: $8800.0 | Pago: tarjeta
• Fecha: 2025-09-22T00:00 | Vendedor: jean | Total: $19000.0 | Pago: efectivo
• Fecha: 2025-09-22T00:00 | Vendedor: juan | Total: $43600.0 | Pago: tarjeta
• Fecha: 2025-09-22T00:00 | Vendedor: oscar | Total: $22400.0 | Pago: efectivo
• Fecha: 2025-09-22T00:00 | Vendedor: jean | Total: $47000.0 | Pago: efectivo
• Fecha: 2025-09-22T00:00 | Vendedor: oscar | Total: $3100.0 | Pago: efectivo
• Fecha: 2025-09-22T00:00 | Vendedor: paquito | Total: $45000.0 | Pago: efectivo
• Fecha: 2025-09-22T00:00 | Vendedor: dilan | Total: $43000.0 | Pago: efectivo
• Fecha: 2025-09-22T00:00 | Vendedor: oscar | Total: $34100.0 | Pago: tarjeta
• Fecha: 2025-09-22T00:00 | Vendedor: jean | Total: $22500.0 | Pago: efectivo
• Fecha: 2025-09-22T00:00 | Vendedor: oscar | Total: $14900.0 | Pago: efectivo
• Fecha: 2025-09-22T00:00 | Vendedor: dilan | Total: $5600.0 | Pago: efectivo
• Fecha: 2025-09-22T00:00 | Vendedor: paquito | Total: $9000.0 | Pago: tarjeta
• Fecha: 2025-09-21T00:00 | Vendedor: jean | Total: $9300.0 | Pago: efectivo
• Fecha: 2025-09-21T00:00 | Vendedor: dilan | Total: $25600.0 | Pago: tarjeta
• Fecha: 2025-09-21T00:00 | Vendedor: oscar | Total: $29300.0 | Pago: efectivo
• Fecha: 2025-09-21T00:00 | Vendedor: dilan | Total: $31000.0 | Pago: efectivo
• Fecha: 2025-09-21T00:00 | Vendedor: paquito | Total: $12800.0 | Pago: tarjeta
• Fecha: 2025-09-21T00:00 | Vendedor: dilan | Total: $18600.0 | Pago: efectivo
• Fecha: 2025-09-21T00:00 | Vendedor: oscar | Total: $13000.0 | Pago: efectivo
• Fecha: 2025-09-21T00:00 | Vendedor: juan | Total: $18600.0 | Pago: efectivo
• Fecha: 2025-09-21T00:00 | Vendedor: oscar | Total: $15000.0 | Pago: efectivo
• Fecha: 2025-09-21T00:00 | Vendedor: oscar | Total: $19400.0 | Pago: efectivo
• Fecha: 2025-09-21T00:00 | Vendedor: jean | Total: $5600.0 | Pago: efectivo
• Fecha: 2025-09-21T00:00 | Vendedor: jean | Total: $19800.0 | Pago: efectivo
• Fecha: 2025-09-21T00:00 | Vendedor: dilan | Total: $21700.0 | Pago: efectivo
• Fecha: 2025-09-21T00:00 | Vendedor: jean | Total: $26400.0 | Pago: tarjeta
• Fecha: 2025-09-20T00:00 | Vendedor: dilan | Total: $4500.0 | Pago: efectivo
